path	tier	sha256	source	evidence	verified_by	notes
srv/images/marineHoodiePokingOut.png	O	ee3d9fd5db67a6283c2f637bc15784f9593f0eafe876c3d1ede2fd1d1e381480	archive/classic-ui-images/marineHoodiePokingOut.png	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/newsGirlyBottom.jpg	O	6c8fe71adfdc6b3c57049e4d463c20165fb48aec3efabf83fb0d676a8b11f52f	archive/classic-ui-images/newsGirlyBottom.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/newsGirlyContent.jpg	O	8d0609062ff3daefea87473e79e82253a8a2c501e1655e426c436fd461b9ff9e	archive/classic-ui-images/newsGirlyContent.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/newsGirlyHeader.jpg	O	38bc05f0a61b2749e2ee019807d85e09515c857b8791c31b7a2c871025c0e3bd	archive/classic-ui-images/newsGirlyHeader.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/payPal.gif	O	25e7f14ca02fb6cf5cfd6137fe094104fb346579da271ccff8a8016de0b4aade	archive/classic-ui-images/payPal.gif	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/redAndYellowMugs.png	O	502d7f64893627c9a9db002b02ec37a110aea03360ab077a2761828141223c2a	archive/classic-ui-images/redAndYellowMugs.png	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shop.jpg	O	334b1a974eedeecbf3ca717139e15aa18a336be363db4715acda444a53a9bbf2	archive/classic-ui-images/shop.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shop/backerBox.png	O	1337f9886a19cead22be41c0b1c145e878e05c887c0d5ba41e593aa5568bbef3	archive/classic-ui-images/shop/backerBox.png	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shop/backerBoxNinja.png	O	655461061db7e85cabfd53ea5cefb3ad944a78c5bc258090088909fa27ca243e	archive/classic-ui-images/shop/backerBoxNinja.png	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shop/backerBoxSkull.png	O	080b64cca9b9ba56fd0af51480e29d09d08c7c4d7695630d47b63c9fb20e24cd	archive/classic-ui-images/shop/backerBoxSkull.png	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shop/backerTShirt.png	O	80fd086b0f77904c1a20a6e659593c5704ca0808b0eefec4932508659875e157	archive/classic-ui-images/shop/backerTShirt.png	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shop/betaAccess.png	O	8fb6e9af5597389e48bce597f54968365a65e991e485adeeb5e2d5cea6bb97e5	archive/classic-ui-images/shop/betaAccess.png	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shop/betaAccessBackground.png	O	cf9f22cd159d5c3c9c9090a8df6142da98e132b6afad3b0541fbfc4599272341	archive/classic-ui-images/shop/betaAccessBackground.png	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shop/blackZipperHoodie.png	O	f744703debcc1333d79ce397730958830e9b9d8c716f3f9eaa44302f90c9291e	archive/classic-ui-images/shop/blackZipperHoodie.png	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shop/marineHoodie.png	O	19c8c2bb40b62c430801c974c8870b028e54100212a88136269fcd3f49655be1	archive/classic-ui-images/shop/marineHoodie.png	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shop/mug.png	O	9fc728a4bf48a9f6fb30a32163674fb1d29f71c06dddc45efd720e5864847eca	archive/classic-ui-images/shop/mug.png	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shop/mugMugs.png	O	eb4ae96664f848ddcf7bd67a59cc28a4c52f277485256e443ae0ea7d8059d59d	archive/classic-ui-images/shop/mugMugs.png	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shopBlackHoodieWithGatlingAndLogoOnBack.jpg	O	3199cb71f733f1d8e22c9166e625fb6e53d6294d188a6bf106ea0aa681aa6265	archive/classic-ui-images/shopBlackHoodieWithGatlingAndLogoOnBack.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shopBlackTShirtWithRedEyeYellowLaikaOnFront.jpg	O	cece1a62dd85e638342fdb50e18c9649712feeb729fae7e821275182538a95ae	archive/classic-ui-images/shopBlackTShirtWithRedEyeYellowLaikaOnFront.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shopOpeningSoon.png	O	47e6bbcbfe5eea9cdeaf49d9035b51390edc7fc89dc625da67c8d09482493c39	archive/classic-ui-images/shopOpeningSoon.png	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shopRedTShirtWithGatlingOnFrontAndLogoOnBack.jpg	O	ee3ed46d61404105eddead71dfd868897eecddf166290140b419fa3f47c6adb4	archive/classic-ui-images/shopRedTShirtWithGatlingOnFrontAndLogoOnBack.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/shopWhiteTShirtWithRedEyeBlackLaikaOnFront.jpg	O	bb04a30a34b8a635e38468d7955a847b5bb3f984d6f7a3a9754e93409f3fa7d8	archive/classic-ui-images/shopWhiteTShirtWithRedEyeBlackLaikaOnFront.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/tab2Select2.jpg	O	25534f51e83d11ca0b9816792b923f4fcff6e1c30431e9d3a4cda3ed7923743d	archive/classic-ui-images/tab2Select2.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/tab3Select2.jpg	O	bc96e0e1430f405062b69e61bd1518c4a89b7021dc5f073a3130c14d75f03351	archive/classic-ui-images/tab3Select2.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/tab4Select2.jpg	O	9fecf4ba1d33f6f2a9b0347ca8008e2c82443afa76f0c027eb5cb5e6acd0417d	archive/classic-ui-images/tab4Select2.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/tab6Select2.jpg	O	ad298858328972d416d56d9fb60cc7f92836e8e0fed6b804243adc8029a6ee17	archive/classic-ui-images/tab6Select2.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/tankTroubleLogoLarge.jpg	O	c4e5cb0397ea76001c514717e82284176805bc73ff891013278dfb69e6604ab3	archive/classic-ui-images/tankTroubleLogoLarge.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/tankTroubleiOS20.jpg	O	075755da6469172ee3fd202dcff5544e4ab323e07170d69fac5e246faf6d8adc	archive/classic-ui-images/tankTroubleiOS20.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/timeMagazine1963Small.png	O	07735886b1f1b372fa55829c5f95feca17cd5ce8e4f13d3e314ef108b66e3d6d	archive/classic-ui-images/timeMagazine1963Small.png	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/v.jpg	O	00aedd3ba7ba2176d2c97006c76e556850a317e9522e24e1d41990f85921692d	archive/classic-ui-images/v.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/images/x.jpg	O	84a3b299003a65b34f8af06a78e9ee46163c899ab336a2f605cf4df265c3799b	archive/classic-ui-images/x.jpg	recovered classic /images/ set, 122 files (HUNT-LOG 27)	tests/test_assets.py	—
srv/includes/TTTradingCardsSeriesI.pdf	O	f34b3c8a524d8b390cbdd27266ac18f49593a30bb067fb68231bbd826dd08014	archive/includes-tree/20190606_TTTradingCardsSeriesI.pdf	live 2017-2018 per identical (tools/era_choices.tsv; era digests -)	tests/test_assets.py	era method: identical; rejected: includes-tree/20210112_TTTradingCardsSeriesI.pdf
srv/includes/TTTradingCardsSeriesII.pdf	O	ce359095c5b6d95dd5b65de8583ffb676bf61bb2b5b13ed10e4491408c5ca00d	archive/includes-tree/20190606_TTTradingCardsSeriesII.pdf	live 2017-2018 per identical (tools/era_choices.tsv; era digests -)	tests/test_assets.py	era method: identical; rejected: includes-tree/20210112_TTTradingCardsSeriesII.pdf
srv/includes/TTTradingCardsSeriesIII.pdf	O	e608b5bbf42a5bbe0737b4a740f894239e8b1724478f45f220f8a2a72d936bc8	archive/includes-tree/20190606_TTTradingCardsSeriesIII.pdf	live 2017-2018 per identical (tools/era_choices.tsv; era digests -)	tests/test_assets.py	era method: identical; rejected: includes-tree/20210112_TTTradingCardsSeriesIII.pdf
srv/includes/TTTradingCardsSpecialAnniversaryCard.pdf	O	1c919e482e7a0081b08f1a5420067165daf002429d55b2ba53f6e5d847c750d1	archive/includes-tree/20190606_TTTradingCardsSpecialAnniversaryCard.pdf	live 2017-2018 per identical (tools/era_choices.tsv; era digests -)	tests/test_assets.py	era method: identical; rejected: includes-tree/20210112_TTTradingCardsSpecialAnniversaryCard.pdf
srv/includes/TankTrouble_v1.11.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v1.3.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v1.31.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v1.4.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v2.01.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v2.1.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v2.2.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v3.02a.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v3.11.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v3.1a.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v3.41.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v3.42.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v3.43.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v3.5.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture; inner SWF exists in held zip - promotion candidate
srv/includes/TankTrouble_v3.5.zip	O	08543e9d762b55e5071aab35cc5ecb3bc9606bc9f000bab55004ccbc05511281	archive/includes-tree/20110520_TankTrouble_v3.5.zip	Wayback capture 2011-05-20; distribution kit, http-observed includes path (HUNT-LOG 46)	tests/test_assets.py	—
srv/includes/TankTrouble_v3.6.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture; inner SWF exists in held zip - promotion candidate
srv/includes/TankTrouble_v3.6.zip	O	89f3aec2871a525364c7aee19a3466eac9bd5c809b1fd12bf70e16c3a47a8e26	archive/includes-tree/20111011_TankTrouble_v3.6.zip	Wayback capture 2011-10-11; distribution kit	tests/test_assets.py	—
srv/includes/TankTrouble_v3.6a.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v3.6b.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v3.6c.swf	O	5be98c220004f9651d4903c01ef99b197d3a41de0952f9d0a611e55f550a6806	archive/includes-tree/20120615_TankTrouble_v3.6c.swf	Wayback capture 2012-06-15	tests/test_assets.py	—
srv/includes/TankTrouble_v3.6e.swf	O?	ee1cc2b6bb637826bf097b508b0fec8b0d89a2345973973429d80d7c4e8c5a00	archive/zip-extracted/20121003_TankTrouble_v3.6e/TankTrouble_v3.6e.swf	authentic bytes extracted from O zip (includes-tree/20121003_TankTrouble_v3.6e.zip); served-path bytes never directly captured	tests/test_assets.py	O? by placement, not by bytes
srv/includes/TankTrouble_v3.6e.zip	O	5ce8dd972d21dd35c2cb82527257d36ff638df99fc66c1b0318a8bd6df9647c0	archive/includes-tree/20121003_TankTrouble_v3.6e.zip	Wayback capture 2012-10-03; distribution kit	tests/test_assets.py	—
srv/includes/TankTrouble_v3.7.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	CDX name only, no 200 capture
srv/includes/TankTrouble_v3.8c.zip	O	17f1257f05500176b6c9b9f2a63d4f4628fd8802e98777db0250b2753aa691bd	archive/includes-tree/20130818_TankTrouble_v3.8c.zip	Wayback capture 2013-08-18; distribution kit	tests/test_assets.py	—
srv/includes/TankTrouble_v4.0.swf	O	188062aff7f7d969abb7f453f661d68f77d6ad9faf95baeaf8029a882c840a96	archive/includes-tree/20130313_TankTrouble_v4.0.swf	live 2017-2018 per identical+era-confirmed (tools/era_choices.tsv; era digests R43R6IEQZXI664X3XVUWJBK7ZLJHJ7IB)	tests/test_assets.py	era method: identical+era-confirmed; rejected: includes-tree/20201225_TankTrouble_v4.0.swf
srv/includes/TankTrouble_v4.03.swf	O	338f18682243c2dce9856251671625d0c83707195244fae3d03b64749325f43c	archive/includes-tree/20230908_TankTrouble_v4.03.swf	live 2017-2018 per identical (tools/era_choices.tsv; era digests -)	tests/test_assets.py	era method: identical; rejected: classic.tanktrouble.com/includes/TankTrouble_v4.03.swf
srv/includes/achievement.php	M2	—	written 2026-08-02	6 client call sites in decompiled AS2; achievementId/achievementIds/achievementProgress; no response body captured	—	501 stub (milestone 1)
srv/includes/boxStyles.css	O	072f70b9f1c496a862ca811e9894e259c986329fac47e4eeb62f927abedca14d	archive/includes-tree/20201225_boxStyles.css	live 2017-2018 per sha1-digest-match (tools/era_choices.tsv; era digests 4PGIEAHEMWZDIKPJIVTKGGS6TABPIODS;FGNRY2Q6FKLDPPNGHVB7ARQMDBLFSFTI)	tests/test_assets.py	era method: sha1-digest-match; rejected: includes-tree/20130313_boxStyles.css
srv/includes/c64.eot	O	b5dcf64791a29f1466fa552203cc4c402314fd29290a8b9ad7d4d2b2edcb0cc7	archive/includes-tree/20150126_c64.eot	live 2017-2018 per identical+era-confirmed (tools/era_choices.tsv; era digests 6VH67TG2OU5PU6AB5N3Y4NRCYMHKQ7ZY)	tests/test_assets.py	era method: identical+era-confirmed; rejected: includes-tree/20210121_c64.eot
srv/includes/c64.ttf	O	5b6f908e154def99ee0636baa548142c7f0747842a3702d67c7845a375b87f18	archive/includes-tree/20210121_c64.ttf	live 2017-2018 per identical+era-confirmed (tools/era_choices.tsv; era digests HMRAZPPSYFIJXOKDKOOUGRJ7XU3R3QKF)	tests/test_assets.py	era method: identical+era-confirmed; rejected: -
srv/includes/c64.woff	O	08a1731b444929ea04a6056266a3b25f5e553761c05cf568be042eb6da221f66	archive/includes-tree/20150315_c64.woff	live 2017-2018 per identical+era-confirmed (tools/era_choices.tsv; era digests OSKQS2L42JOARMAZNPJMKSH5PGSTRY33)	tests/test_assets.py	era method: identical+era-confirmed; rejected: includes-tree/20201222_c64.woff;includes-tree/20201225_c64.woff
srv/includes/rebuild-db.php	M3	—	written 2026-08-03	none - name invented	tests/test_loadmaze_replay.py	DO NOT PROMOTE; deliberately modern name, guide 10.4 settled (DECISIONS 2026-08-03); verified transitively by gate B
srv/includes/embed.js	O	9fc822c5f7998dcfe704c99a52a3183eee52b1862bde27db20896d1dcdd6c623	archive/includes-tree/20120912_embed.js	Wayback capture 2012-09-12	tests/test_assets.py	—
srv/includes/forumStyles.css	O	59b604e88329a20fc097175ee33852d3a0053c91b27cbc7ef4d498962bd89b0b	archive/includes-tree/20130313_forumStyles.css	live 2017-2018 per identical+era-confirmed (tools/era_choices.tsv; era digests D6HDGOUQJFXIIIG7QQLL6EFVDYCU3WJ4)	tests/test_assets.py	era method: identical+era-confirmed; rejected: includes-tree/20201225_forumStyles.css
srv/includes/getScrapyard.php	M2	—	written 2026-08-02	2 archived request/response pairs (pre-era): ?scraps -> scraps=N (20160126), ?scraps&velocity -> scraps=N&velocity=F (20150928); query keys select fields; state in M3 scrapyard_state table	tests/test_getscrapyard_replay.py	real body 2026-08-03; tier stays M2 (replay evidence is pre-era; era used SAJAX getScraps instead)
srv/includes/getUserAuthentication.php	M3	—	written 2026-08-02	5 client call sites in decompiled AS2; original behaviour unknown; guide 6.4 deliberate divergence implemented 2026-08-03 (POST-only, password_hash, synthetic users only)	tests/test_auth_divergence.py	M3 BY CHOICE - never promote toward the original GET scheme
srv/includes/ima3_preloader_1.5.swf	O	0875a0ca5677d6f9cae715c26b370c6a17f38390ff1973ff21178eb757f7f74c	archive/includes-tree/20161122_ima3_preloader_1.5.swf	Wayback capture 2016-11-22	tests/test_assets.py	—
srv/includes/images/scrapyardPlates.png	known-lost	—	—	obs in CDX, 404 only	—	—
srv/includes/laika02.swf	O	7b2fe955a78e655aaa2d3b2faa214c57fcffe7e5d681ed72c59e37a272017447	archive/includes-tree/20110625_laika02.swf	live 2017-2018 per identical (tools/era_choices.tsv; era digests -)	tests/test_assets.py	era method: identical; rejected: includes-tree/20210113_laika02.swf
srv/includes/loadMaze.php	M1	—	written 2026-08-03	17,411 CDX rows (17,378 decodable q= in cdx-passes/F_loadmaze200.json); 843 decoded responses in archive/maze-corpus/raw/ (corpus filename = Wayback digest12, a capture identity); reader source archive/decompiled/.../MazeDataFetcher.as + frame_1/DoAction.as	tests/test_loadmaze_replay.py	gate B: notFound byte-exact, outer format exact, 672-state content replay (DECISIONS 2026-08-03)
srv/includes/loggedInTank02.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	—
srv/includes/loggedInTank04.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	—
srv/includes/loggedInTank06.swf	O	8953d2be0f3325a88f9b04749d8ad50c1e2a9cdeb92e2f7c12dc316fb59ea74f	archive/includes-tree/20191004_loggedInTank06.swf	Wayback capture 2019-10-04	tests/test_assets.py	—
srv/includes/main.css	O	7b507053c4fa7697b7b9cc7b600db914dabdd54fa31b96819ffdc5ccda99ed11	archive/includes-tree/20201222_main.css	live 2017-2018 per single-capture (tools/era_choices.tsv; era digests -)	tests/test_assets.py	era method: single-capture; rejected: -
srv/includes/mazeCreator_v0.2.swf	known-lost	—	—	single CDX sighting 2010-09-08, no 200	—	pre-era
srv/includes/mazeCreator_v0.3.swf	pending	—	—	THE LOST FILE (guide 6.5); embed params, initCode, SetVariable surface, constraints from 843 mazes all specified	—	M2 rebuild planned - guide 6.5, order-of-work step 9
srv/includes/mootools-release-1.11.js	O	c1551ec2adf214a23b928baa807b6b8829975c06095387a198b46bb5e669df7a	archive/includes-tree/20101128_mootools-release-1.11.js	live 2017-2018 per identical+era-confirmed (tools/era_choices.tsv; era digests O7WFBMFXYDTIAMTYCS3MWLXOTLC25T4V)	tests/test_assets.py	era method: identical+era-confirmed; rejected: includes-tree/20201225_mootools-release-1.11.js
srv/includes/news.css	O	8067728e8c39b966d1fb8c06db5935589dd05673e0917494e4ce599ccee5b6d3	archive/includes-tree/20201222_news.css	live 2017-2018 per single-capture (tools/era_choices.tsv; era digests -)	tests/test_assets.py	era method: single-capture; rejected: -
srv/includes/newsStyles.css	O	fa52cfc8f52bc90af4d73ddabe4bc9065a475c3863ebdcec5e9cf39ca5cf6545	archive/includes-tree/20201225_newsStyles.css	live 2017-2018 per sha1-digest-match (tools/era_choices.tsv; era digests GMCVKE5CDMDIGUKVAKDXRMXCDBTI6QQQ;N2ZIS2ILDVQBKA34RMALXQEJGGBZIL6K)	tests/test_assets.py	era method: sha1-digest-match; rejected: includes-tree/20130313_newsStyles.css
srv/includes/p2.js	known-lost	—	—	obs in CDX, never 200	—	may never have existed
srv/includes/phaser.min.js	O	f787c8e955c6ab26580a8cc0bf570cd2c426d95263a27555c6e25cdfaa89408d	archive/includes-tree/20170221_phaser.min.js	live 2017-2018 per identical+era-confirmed (tools/era_choices.tsv; era digests KICWO75VZBJOOTW6CHD7SX6JN7QRBK6R)	tests/test_assets.py	era method: identical+era-confirmed; rejected: includes-tree/20201225_phaser.min.js
srv/includes/saveMaze.php	M3	—	written 2026-08-03	none - name, method and wire format all invented; deduction chain DEDUCE.md 3.3; constraints corpus-measured (guide 6.5)	tests/test_savemaze.py	DO NOT PROMOTE; format mirrors loadMaze q=/r= conventions (DECISIONS 2026-08-03)
srv/includes/scrapyard.js	O	afca00ef1bc6d5763b972ee9f14200f3f4f5bbeda1e0453f201ef734d216ff91	archive/includes-tree/20170221_scrapyard.js	live 2017-2018 per identical+era-confirmed (tools/era_choices.tsv; era digests O3K3GBQMPB4BAZAHD2YC4OZC2IIF4RUS)	tests/test_assets.py	era method: identical+era-confirmed; rejected: includes-tree/20201225_scrapyard.js
srv/includes/scrapyard.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	—
srv/includes/scrapyard01.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	—
srv/includes/scrapyard03.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	—
srv/includes/scrapyard04.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	—
srv/includes/scrapyard05.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	—
srv/includes/scrapyard06.swf	O	07effbb34c59b18c40e4de3e16c96846fdac1d1afa442dae7377e02a0cf28419	archive/includes-tree/20120615_scrapyard06.swf	Wayback capture 2012-06-15	tests/test_assets.py	—
srv/includes/scrapyard07.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	—
srv/includes/scrapyard08.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	no scrapyard09 row - existence only inferred from gap
srv/includes/scrapyard10.swf	O	705b20410aadc9800ce67e3fdd20928cedd31a27c8610858110d64532d4141d4	archive/includes-tree/20150106_scrapyard10.swf	Wayback capture 2015-01-06	tests/test_assets.py	—
srv/includes/scrapyard11.swf	O	3ae64a3faae72dc6782a45a0efa57506fb3dbe0440fc9688b9bf1cfcbed0007e	archive/includes-tree/20150928_scrapyard11.swf	Wayback capture 2015-09-28	tests/test_assets.py	—
srv/includes/shopStyles.css	O	97fd2e2181f9f32b3ce722349b2934132b1a5ca496eaa3c206ab01c0d5b35be5	archive/includes-tree/20201225_shopStyles.css	live 2017-2018 per sha1-digest-match (tools/era_choices.tsv; era digests EMXT2SOFYHJRHFF4XGKDM26DLGSEUZS4)	tests/test_assets.py	era method: sha1-digest-match; rejected: includes-tree/20150529_shopStyles.css
srv/includes/signUpTankDesign01StandardColours.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	—
srv/includes/signUpTankDesign04StandardColours.swf	O	5b34381b7bc315f5c76616361a51129270fecf5e862d72660b4cb9ea8064893d	archive/includes-tree/20120601_signUpTankDesign04StandardColours.swf	Wayback capture 2012-06-01 status 200; guide 2.2 never-captured listing is stale (HUNT-LOG 35/37.4: earlier failures were throttling)	tests/test_assets.py	—
srv/includes/signUpTankDesign09StandardColours.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	—
srv/includes/signUpTankDesign11StandardColours.swf	known-lost	—	—	CDX rows name the path; bytes never captured	—	—
srv/includes/signUpTankDesign13StandardColours.swf	O	3199267a22096cb9aeac28268a49a5fc191f8ac837d9344288c7bc01eee97791	archive/includes-tree/20130409_signUpTankDesign13StandardColours.swf	Wayback capture 2013-04-09	tests/test_assets.py	—
srv/includes/signUpTankDesign16StandardColours.swf	O	7013a54534a8f3783b78edd3150bfb3ed9a77a437a481fe4fca3a8986b6b31d5	archive/includes-tree/20150514_signUpTankDesign16StandardColours.swf	Wayback capture 2015-05-14	tests/test_assets.py	—
srv/includes/signUpTankDesign17StandardColours.swf	O	a1cfead1e431fbb7b21aff6cf0a46a35bdedb261a98e019a20a71b56577999cf	archive/includes-tree/20161002_signUpTankDesign17StandardColours.swf	Wayback capture 2016-10-02	tests/test_assets.py	—
srv/includes/signUpTankDesign18StandardColours.swf	O	b2d6140cd1fd94c020855e085135f6e6c8ea30203c2c1804ad608e0ab42fa90b	archive/includes-tree/20190515_signUpTankDesign18StandardColours.swf	live 2017-2018 per identical (tools/era_choices.tsv; era digests -)	tests/test_assets.py	era method: identical; rejected: includes-tree/20201225_signUpTankDesign18StandardColours.swf
srv/includes/src/p2.js	known-lost	—	—	obs in CDX, never 200	—	may never have existed
srv/includes/styles.css	O	9a214b0479bc89d8e4c1bd39563f570b592278a9fef3a2afcd2bbc33920561a5	archive/includes-tree/20201225_styles.css	live 2017-2018 per sha1-digest-match (tools/era_choices.tsv; era digests B43SSO6LBA7NS5H3X3ZU5T7EUFT7BGWI)	tests/test_assets.py	era method: sha1-digest-match; rejected: includes-tree/20101128_styles.css
srv/includes/swfobject.js	O	a81553776275d87299fd80811f51ac0b0a7ed41b80f8fa59058b5b196ec1e411	archive/includes-tree/20201222_swfobject.js	live 2017-2018 per sha1-digest-match(mid-era-change) (tools/era_choices.tsv; era digests DRIHDH3ZSMN4S2WLG3QZ5H6BIMHTKIAD;FSKBNHLH6XINVYRK5NINCKUX55FVU2A3)	tests/test_assets.py	era method: sha1-digest-match(mid-era-change); rejected: includes-tree/20101128_swfobject.js;includes-tree/20201225_swfobject.js;classic.tanktrouble.com/includes/swfobject.js
srv/includes/updateGameStatistics.php	M2	—	written 2026-08-02	2,305 CDX rows; client call sites in decompiled AS2; no response body captured	—	501 stub (milestone 1)
srv/index.php	M1	—	written 2026-08-02	de-rendered 2026-08-03: era-final capture bytes per route in @O fences (tools/derender.py); SAJAX 0.12 pinned (common JS byte-match vs stock, 4 site debug inserts, uri=/); initCode+tagline behaviour reconstructed; 36 exported functions answer stock -:not-callable (zero era SAJAX bodies archived)	tests/test_render_diff.py	PROMOTED M2->M1 2026-08-03: gate F offline (masks hold on all era captures of 8 routes) + live (7 routes x distinct era hosts vs era-final refs) + fence verifier (11 @O fences byte-exact); per-request regions frozen at era-final bytes (DECISIONS)
srv/infirmary/index.html	O	be5a77ae2a87df8c0152064c48de022a6d5f3c82d68a9a89d3f68928bce44f31	archive/commoncrawl/warc-bodies/20180722_tanktrouble.com_infirmary_.txt	CC body 2018-07-22, raw, no PageSpeed/Wayback artifacts; in-era	tests/test_render_diff.py	filename convention-inferred; leaked TEMPORARY WARP author comment retained verbatim (evidence for sendRequest/changePassword); may be superseded by de-rendered index.php per guide 6.1a - row then demoted to archive-cleaned reference, never edited; gate F bring-up route (2026-08-03), O bytes still hash-locked by gate A
srv/ios/index.php	M2	—	written 2026-08-02	directory /ios/ observed in CDX; index filename convention-inferred	—	501 stub (milestone 1)
srv/like/index.php	M2	—	written 2026-08-02	directory /like/ observed in CDX; index filename convention-inferred	—	501 stub (milestone 1)
srv/logIn.php	known-lost	—	—	http-observed 404 already in 2008	—	name proven, file already gone pre-era
srv/privacy/index.php	M2	—	written 2026-08-02	directory /privacy/ observed in CDX; index filename convention-inferred	—	501 stub (milestone 1)
